Omic,Polarity,Feature.ID,mz,rt,MS2.spectra.name,Candidate.number,Compound.name,CAS.ID,HMDB.ID,KEGG.ID,Lab.ID,Adduct,mz.error,mz.match.score,RT.error,RT.match.score,CE,SS,Total.score,Database
Lx,Positive,LP00046,149.05838,61.824783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00047,149.1314,64.366405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00048,149.13101,1021.84967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00049,150.0259,116.697685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00050,151.09602,65.34547,NA,NA,Hexadienic acid,NA,HMDB0253115,NA,HMDB0253115,(M+K)+,12.0553150374292,0.724005033131511,NA,NA,NA,0,0.724005033131511,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00051,151.12157,1086.953857,NA,NA,"2,3-Diaminopropionic acid",4033-39-0,HMDB0002006,C03401,HMDB0002006,(M+HCOO+2H)+,2.43452929495902,0.986915395593112,NA,NA,NA,0,0.986915395593112,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00052,152.09907,65.335106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00053,153.12646,65.316505,NA,NA,Hexane,110-54-3,HMDB0029600,C11271,HMDB0029600,(M-2H+3Na)+,5.58834220058202,0.932954318556119,NA,NA,NA,0,0.932954318556119,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00054,153.1373,1083.866516,NA,NA,"2H-Pyran-2-one, tetrahydro-4-hydroxy-4-methyl-, (R)-",NA,HMDB0244840,NA,HMDB0244840,(M+Na)+,12.4943531288579,0.70686994875478,NA,NA,NA,0,0.70686994875478,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00055,153.13721,1235.949,NA,NA,"2H-Pyran-2-one, tetrahydro-4-hydroxy-4-methyl-, (R)-",NA,HMDB0244840,NA,HMDB0244840,(M+Na)+,12.2725323696926,0.715552639249363,NA,NA,NA,0,0.715552639249363,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00056,156.13713,1230.620638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00057,156.13705,1079.799622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00058,158.15298,48.73576,NA,NA,Succinamide,NA,HMDB0258539,NA,HMDB0258539,(M+CH3CN+H)+,2.05467364942535,0.990662349592959,NA,NA,NA,0,0.990662349592959,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00059,161.1311,1021.812927,NA,NA,"2,2-Dimethylbutyric acid",NA,HMDB0245333,NA,HMDB0245333,(M-H+2Na)+,0.497728529964547,0.999449632197861,NA,NA,NA,0,0.999449632197861,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00060,161.13122,62.287556,NA,NA,"2,2-Dimethylbutyric acid",NA,HMDB0245333,NA,HMDB0245333,(M-H+2Na)+,0.195606209558719,0.999914977416363,NA,NA,NA,0,0.999914977416363,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00061,162.11177,34.650505,NA,NA,5-Aminopentanoic acid,660-88-8,HMDB0003355,C00431,HMDB0003355,(M-H+2Na)+,14.5672215617765,0.624025329014945,NA,NA,NA,0,0.624025329014945,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00062,163.07461,41.32317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00063,163.07492,98.519154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00064,163.14688,62.845318,NA,NA,2-Hydroxyadipic acid,18294-85-4,HMDB0000321,C02360,HMDB0000321,(M+H)+,2.55183533958814,0.985633390921557,NA,NA,NA,0,0.985633390921557,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00065,163.1471,292.570633,NA,NA,2-Hydroxyadipic acid,18294-85-4,HMDB0000321,C02360,HMDB0000321,(M+H)+,2.00798431876592,0.991080018924717,NA,NA,NA,0,0.991080018924717,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00066,163.14614,1022.721497,NA,NA,"(±)-1,5-Hexanediol",NA,HMDB0031490,NA,HMDB0031490,(M-H+2Na)+,1.60024962958971,0.994325496987797,NA,NA,NA,0,0.994325496987797,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00067,164.07767,98.580593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00068,164.91909,1094.453186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00069,164.91942,1614.827475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00070,165.08999,34.625973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00071,165.16226,1021.984222,NA,NA,trans-Octen-2-al,NA,HMDB0302984,NA,HMDB0302984,(M+K)+,0.154572740527215,0.999946906449259,NA,NA,NA,0,0.999946906449259,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00072,167.03299,357.634476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00073,167.10595,40.450287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00074,169.08505,34.597294,NA,NA,Isovaleric acid,503-74-2,HMDB0000718,C08262,HMDB0000718,(M-2H+3Na)+,0.123816151500478,0.999965932937246,NA,NA,NA,0,0.999965932937246,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00075,169.10625,65.326515,NA,NA,"2H-Pyran-2-one, tetrahydro-4-hydroxy-4-methyl-, (R)-",NA,HMDB0244840,NA,HMDB0244840,(M+K)+,0.114560612445302,0.999970835683234,NA,NA,NA,0,0.999970835683234,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00076,171.14833,1625.063975,NA,NA,"2,3-dihydroxy-3-methylvalerate",NA,HMDB0304038,C04104,HMDB0304038,(M+Na)+,2.57866018372965,0.98533199802981,NA,NA,NA,0,0.98533199802981,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00077,172.11378,1202.543701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00078,172.11424,1717.634975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00079,173.13124,291.29805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00080,174.19513,1241.128723,NA,NA,3-Hydroxyhexanoic acid,66997-60-2,HMDB0061652,NA,HMDB0061652,(M+CH3CN+H)+,5.82602596104209,0.927346541387324,NA,NA,NA,0,0.927346541387324,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00081,174.19547,1761.376975,NA,NA,3-Hydroxyhexanoic acid,66997-60-2,HMDB0061652,NA,HMDB0061652,(M+CH3CN+H)+,6.68230569743855,0.905534995861492,NA,NA,NA,0,0.905534995861492,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00082,175.1466,1021.825623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00083,175.14711,292.215785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00084,175.14694,38.901489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00085,175.14686,62.776955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00086,177.16187,1022.648346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00087,179.17786,1021.940491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00088,181.12117,62.058136,NA,NA,L-2-Amino-3-oxobutanoic acid,NA,HMDB0006454,C03508,HMDB0006454,(M+CH3CN+Na)+,5.18015691277185,0.942111950460301,NA,NA,NA,0,0.942111950460301,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00089,181.15795,302.646484,NA,NA,2-Octenoic acid,1577-96-4,HMDB0000392,NA,HMDB0000392,(M+K)+,2.13399510350598,0.989931177663324,NA,NA,NA,0,0.989931177663324,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00090,183.10069,34.657095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00091,184.07223,499.920334,NA,NA,Diatretin 2,463-15-0,HMDB0031004,NA,HMDB0031004,(M+K)+,14.6814329285405,0.619410092605276,NA,NA,NA,0,0.619410092605276,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00092,184.07221,550.071198,NA,NA,Diatretin 2,463-15-0,HMDB0031004,NA,HMDB0031004,(M+K)+,14.7201601672009,0.617844770122787,NA,NA,NA,0,0.617844770122787,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00093,184.07237,122.679581,NA,NA,Diatretin 2,463-15-0,HMDB0031004,NA,HMDB0031004,(M+K)+,14.329338885517,0.633630828094544,NA,NA,NA,0,0.633630828094544,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00094,186.22137,1078.645081,NA,NA,2-Furanylmethyl butanoate,623-21-2,HMDB0037729,NA,HMDB0037729,(M+NH4)+,5.83694094522968,0.927084240192199,NA,NA,NA,0,0.927084240192199,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00095,186.22131,1218.01,NA,NA,2-Furanylmethyl butanoate,623-21-2,HMDB0037729,NA,HMDB0037729,(M+NH4)+,5.98370552772565,0.923517000481635,NA,NA,NA,0,0.923517000481635,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00096,186.22127,1103.91272,NA,NA,2-Furanylmethyl butanoate,623-21-2,HMDB0037729,NA,HMDB0037729,(M+NH4)+,6.0779109168152,0.921188022130412,NA,NA,NA,0,0.921188022130412,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00097,186.2217,13.871491,NA,NA,2-Furanylmethyl butanoate,623-21-2,HMDB0037729,NA,HMDB0037729,(M+NH4)+,4.99615519672147,0.946040264128112,NA,NA,NA,0,0.946040264128112,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00098,186.22167,1736.128475,NA,NA,2-Furanylmethyl butanoate,623-21-2,HMDB0037729,NA,HMDB0037729,(M+NH4)+,5.07978884606075,0.944270329091953,NA,NA,NA,0,0.944270329091953,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00099,186.22173,1596.551475,NA,NA,2-Furanylmethyl butanoate,623-21-2,HMDB0037729,NA,HMDB0037729,(M+NH4)+,4.91393258684525,0.947754849534379,NA,NA,NA,0,0.947754849534379,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00100,187.14285,1101.260498,NA,NA,2-Oxo-4-methylthiobutanoic acid,583-92-6,HMDB0001553,C01180,HMDB0001553,(M+K)+,0.872290958326971,0.998310558679859,NA,NA,NA,0,0.998310558679859,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00101,187.22391,1078.342407,NA,NA,Flavone,525-82-6,HMDB0003075,C15608,HMDB0003075,(M+H-2H2O)+,2.22418557349613,0.989066869311812,NA,NA,NA,0,0.989066869311812,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00102,187.2245,13.871491,NA,NA,Flavone,525-82-6,HMDB0003075,C15608,HMDB0003075,(M+H-2H2O)+,0.747753800780515,0.998758247731889,NA,NA,NA,0,0.998758247731889,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00103,187.22425,1737.048475,NA,NA,Flavone,525-82-6,HMDB0003075,C15608,HMDB0003075,(M+H-2H2O)+,1.38568030614294,0.995742179417602,NA,NA,NA,0,0.995742179417602,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00104,187.22427,1596.551475,NA,NA,Flavone,525-82-6,HMDB0003075,C15608,HMDB0003075,(M+H-2H2O)+,1.32232834822332,0.996121867763766,NA,NA,NA,0,0.996121867763766,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00105,188.21135,1240.30719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00106,188.21104,1087.70697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00107,188.21101,1176.215332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00108,189.16224,1021.837646,NA,NA,1-Deoxy-D-glucitol,18545-96-5,HMDB0041500,NA,HMDB0041500,(M+Na)+,1.34432408110285,0.995992037330238,NA,NA,NA,0,0.995992037330238,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00109,189.16263,61.625145,NA,NA,1-Deoxy-D-glucitol,18545-96-5,HMDB0041500,NA,HMDB0041500,(M+Na)+,2.33453171958331,0.987961849019301,NA,NA,NA,0,0.987961849019301,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00110,189.21398,1240.30719,NA,NA,Perillic acid,7694-45-3,HMDB0004586,C11924,HMDB0004586,(M+Na)+,11.6969160545466,0.737831606441378,NA,NA,NA,0,0.737831606441378,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00111,189.21428,1761.376975,NA,NA,Perillic acid,7694-45-3,HMDB0004586,C11924,HMDB0004586,(M+Na)+,12.4408703440082,0.708967912467081,NA,NA,NA,0,0.708967912467081,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00112,191.14227,291.48764,NA,NA,3-Hexenedioic acid,29311-53-3,HMDB0000393,NA,HMDB0000393,(M+HCOO+2H)+,10.4308862896119,0.785224740600679,NA,NA,NA,0,0.785224740600679,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00113,191.17928,65.412346,NA,NA,2-Furanylmethyl butanoate,623-21-2,HMDB0037729,NA,HMDB0037729,(M+Na)+,0.445745217376725,0.999558566796288,NA,NA,NA,0,0.999558566796288,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00114,191.17845,113.989288,NA,NA,2-Furanylmethyl butanoate,623-21-2,HMDB0037729,NA,HMDB0037729,(M+Na)+,1.61740470311145,0.994203535869877,NA,NA,NA,0,0.994203535869877,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00115,192.18218,65.371727,NA,NA,"2,3-Heptanedione",96-04-8,HMDB0031476,NA,HMDB0031476,(M+CH3CN+Na)+,6.5525673615241,0.9089968571577,NA,NA,NA,0,0.9089968571577,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00116,193.1576,39.169243,NA,NA,2-Methylglutaric acid,617-62-9,HMDB0000422,NA,HMDB0000422,(M+HCOO+2H)+,8.99342356362354,0.835489884070967,NA,NA,NA,0,0.835489884070967,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00117,193.15767,292.3685,NA,NA,2-Methylglutaric acid,617-62-9,HMDB0000422,NA,HMDB0000422,(M+HCOO+2H)+,9.16651592397955,0.829674143274015,NA,NA,NA,0,0.829674143274015,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00118,193.19349,1021.865356,NA,NA,Ethyl 3-mercaptobutyrate,156472-94-5,HMDB0032271,NA,HMDB0032271,(M-H+2Na)+,2.01413933673678,0.991025497272992,NA,NA,NA,0,0.991025497272992,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00119,194.11646,1244.49585,NA,NA,Glutaconic acid,1724-02-3,HMDB0000620,C02214,HMDB0000620,(M+CH3CN+Na)+,4.90445688726027,0.947950815176989,NA,NA,NA,0,0.947950815176989,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00120,194.11654,1090.184326,NA,NA,Glutaconic acid,1724-02-3,HMDB0000620,C02214,HMDB0000620,(M+CH3CN+Na)+,5.0903414999226,0.94404515404872,NA,NA,NA,0,0.94404515404872,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00121,194.11674,1765.661475,NA,NA,Glutaconic acid,1724-02-3,HMDB0000620,C02214,HMDB0000620,(M+CH3CN+Na)+,5.6088785551367,0.932477700487751,NA,NA,NA,0,0.932477700487751,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00122,195.12156,64.4644,NA,NA,"2,3-Heptanedione",96-04-8,HMDB0031476,NA,HMDB0031476,(M-2H+3Na)+,1.84537489026582,0.992460987584987,NA,NA,NA,0,0.992460987584987,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00123,197.08,871.257568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00124,197.11667,70.961529,NA,NA,Methyl furfuracrylate,623-18-7,HMDB0032399,NA,HMDB0032399,(M-H+2Na)+,4.82669682732251,0.949546177767117,NA,NA,NA,0,0.949546177767117,HMDB with LIPIDMAPS_2023-02-15
Lx,Positive,LP00125,198.15875,1243.842834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00126,198.15895,1089.837524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00127,198.15925,1764.811975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lx,Positive,LP00128,198.15943,1609.411975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
