FeatureID,mzmed,rtmed,L1,L2,L3,L4,L5,L6,L7,L8,L9,NL1,NL2,NL3,NL4,NL5,NL6,NL7,NL8,NL9,NL10,NL11,Blank_1,Blank_2,Blank_3,Blank_4,Blank__mean,mzClusterID,FeatureClusterID,L1_mean,L2_mean,L3_mean,L4_mean,L5_mean,L6_mean,L7_mean,L8_mean,L9_mean,NL1_mean,NL2_mean,NL3_mean,NL4_mean,NL5_mean,NL6_mean,NL7_mean,NL8_mean,NL9_mean,NL10_mean,NL11_mean,L1_mean_isotopes,L2_mean_isotopes,L3_mean_isotopes,L4_mean_isotopes,L5_mean_isotopes,L6_mean_isotopes,L7_mean_isotopes,L8_mean_isotopes,L9_mean_isotopes,NL1_mean_isotopes,NL2_mean_isotopes,NL3_mean_isotopes,NL4_mean_isotopes,NL5_mean_isotopes,NL6_mean_isotopes,NL7_mean_isotopes,NL8_mean_isotopes,NL9_mean_isotopes,NL10_mean_isotopes,NL11_mean_isotopes,Polarity
21,176.9705,10.917,2588.438296,0.0,2510.661704,2651.477803,2128.886998,0.0,2895.992524,0.0,2867.671994,3343.589152,2118.923978,2013.634081,2878.954498,2526.384298,0.0,0.0,4192.616785,2235.411137,0.0,2379.289494,0.0,0.0,0.0,0.0,0.0,11.0,11,2588,0,2511,2651,2129,0,2896,0,2868,3344,2119,2014,2879,2526,0,0,4193,2235,0,2379,,,,,,,,,,,,,,,,,,,,,Positive
25,176.9708,8.1,4422.12648635,21101.21103235,20367.65075235,18148.36309235,0.0,20275.03427235,21143.59477235,20177.81563235,20676.66204235,22524.97012235,17989.99307235,18071.02298235,16133.625092350001,20457.70232235,21044.42839235,4864.38035735,17874.17183235,21014.32213235,22271.18938235,3089.4117733499997,243.5849557,282.1792734,476.7828502,500.0053513,375.63810765,12.0,12,4422,21101,20368,18148,0,20275,21144,20178,20677,22525,17990,18071,16134,20458,21044,4864,17874,21014,22271,3089,,,,,,,,,,,,,,,,,,,,,Positive
26,184.073,7.967,0.0,2075.92926397675,2351.43567897675,0.0,2172.84764897675,0.0,3901.2141239767498,3931.83539297675,4582.513924976751,0.0,0.0,0.0,0.0,2745.67598997675,0.0,0.0,0.0,0.0,4245.438647976751,0.0,0.84452324,0.65211331,1.351657509,0.810494034,0.9146970232499999,13.0,13,0,2076,2351,0,2173,0,3901,3932,4583,0,0,0,0,2746,0,0,0,0,4245,0,,,,,,,,,,,,,,,,,,,,,Positive
27,186.9954,5.683,9313.240497594667,10428.066062594668,10095.721692594667,10637.370922594666,11771.420292594667,9847.449559594666,11523.529152594667,10330.369112594666,10558.496122594666,11064.365552594667,9787.583132594667,9576.379465594666,10595.252642594667,11871.708982594666,11191.624412594667,10498.301272594666,10983.626332594667,9940.648233594668,11587.343102594667,11565.838992594667,1.711680254,1.420652689,1.820449273,0.0,1.6509274053333332,14.0,14,9313,10428,10096,10637,11771,9847,11524,10330,10558,11064,9788,9576,10595,11872,11192,10498,10984,9941,11587,11566,,,,,,,,,,,,,,,,,,,,,Positive
28,191.1794,0.717,7048.88925205475,16927.81530105475,16561.48960105475,5276.942896054749,12123.06337105475,9756.036918054751,7397.80473305475,2718.7088790547496,14663.27151105475,7150.295337054749,2451.10307305475,2033.91029305475,2061.2910930547496,7848.04432805475,12371.26196105475,0.0,8373.43081305475,10291.448331054751,3720.6648950547496,10504.07522105475,1.438983868,1.485878403,1.212038998,1.045214512,1.29552894525,15.0,15,7049,16928,16561,5277,12123,9756,7398,2719,14663,7150,2451,2034,2061,7848,12371,0,8373,10291,3721,10504,,,,,,,,,,,,,,,,,,,,,Positive
30,204.1231,3.567,0.0,2817.7075817945,0.0,4262.045989794499,3210.0062147945,8499.5205917945,6688.9081147945,7712.1311207945,2911.7197427945002,7424.1946427944995,7234.1316647945,0.0,2263.3121187945,2804.4198797945,2831.9654377945,0.0,2477.4173497945,6573.8833597944995,8301.7131997945,4214.8840917945,2.342894457,1.373479756,2.133691962,1.807958647,1.9145062055,17.0,17,0,2818,0,4262,3210,8500,6689,7712,2912,7424,7234,0,2263,2804,2832,0,2477,6574,8302,4215,,,,,,,,,,,,,,,,,,,,,Positive
31,204.1231,3.833,2708.8337113734997,3546.9038253735,0.0,3970.6709063734997,3216.8337773734997,3647.5712393735,5974.1250183735,5192.9448133734995,4135.4146663735,10381.432586373501,5218.375905373499,0.0,3707.6987973735,4919.5444693735,3924.0317203735,4899.9675823735,3762.5976253735,11270.7098263735,12619.4012463735,5028.6398263735,2.517759549,1.901051127,2.380417562,2.409866268,2.3022736265,18.0,18,2709,3547,0,3971,3217,3648,5974,5193,4135,10381,5218,0,3708,4920,3924,4900,3763,11271,12619,5029,,,,,,,,,,,,,,,,,,,,,Positive
33,229.1551,2.45,0.0,0.0,0.0,0.0,0.0,2122.40775257725,0.0,2878.3536745772503,0.0,0.0,2704.4205265772503,0.0,0.0,0.0,0.0,0.0,0.0,2604.48348357725,2368.28617557725,0.0,5.363341837,6.008278722,5.730613613,6.255427519,5.83941542275,19.0,19,0,0,0,0,0,2122,0,2878,0,0,2704,0,0,0,0,0,0,2604,2368,0,,,,,,,,,,,,,,,,,,,,,Positive
34,229.1552,2.767,0.0,2018.22094282275,2463.88654482275,2350.81493382275,0.0,2571.82613982275,3149.3766018227498,4110.616013822751,2271.72233682275,0.0,2780.28974382275,0.0,0.0,0.0,0.0,0.0,0.0,3468.0539788227497,3285.56195582275,0.0,4.395700355,4.04375029,4.580647638,4.545830426,4.39148217725,20.0,20,0,2018,2464,2351,0,2572,3149,4111,2272,0,2780,0,0,0,0,0,0,3468,3286,0,,,,,,,,,,,,,,,,,,,,,Positive
35,234.9174,5.367,0.0,2311.7414315777496,0.0,2086.03388257775,2280.43973657775,2653.21964157775,4088.3153765777497,4849.15858957775,3516.78521957775,2332.0793975777497,2312.1287055777498,0.0,0.0,0.0,0.0,0.0,0.0,3070.05067257775,2537.3891655777497,0.0,1.023204096,0.835290233,0.947823233,0.946376127,0.93817342225,21.0,21,0,2312,0,2086,2280,2653,4088,4849,3517,2332,2312,0,0,0,0,0,0,3070,2537,0,,,,,,,,,,,,,,,,,,,,,Positive
38,269.0883,1.483,0.0,3532.9148142100003,3438.95482821,2213.29912921,0.0,4220.8736082099995,3045.21880021,5737.18683521,4263.863716209999,3419.38454521,5637.54516421,2342.09497121,0.0,0.0,0.0,0.0,0.0,5315.439294209999,4868.88363621,2284.6902182100002,26.06159434,24.21727764,28.23240793,39.61963925,29.532729789999998,23.0,23,0,3533,3439,2213,0,4221,3045,5737,4264,3419,5638,2342,0,0,0,0,0,5315,4869,2285,,,,,,,,,,,,,,,,,,,,,Positive
39,270.0824,7.217,0.0,0.0,2075.1275501,0.0,2696.0300491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2723.1682290999997,1080.783571,922.0076826,1075.966009,1514.254149,1148.2528529,24.0,24,0,0,2075,0,2696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2723,,,,,,,,,,,,,,,,,,,,,Positive
41,297.2428,0.717,0.0,4068.355203172,3882.1428921720003,0.0,2413.073300172,0.0,0.0,0.0,3337.099514172,0.0,0.0,0.0,0.0,0.0,2577.429873172,0.0,0.0,0.0,0.0,2648.508839172,3.848085312,3.193792133,3.878422859,4.531651008,3.8629878279999996,25.0,25,0,4068,3882,0,2413,0,0,0,3337,0,0,0,0,0,2577,0,0,0,0,2649,,,,,,,,,,,,,,,,,,,,,Positive
42,310.0753,5.817,4116.312768666666,2330.3228856666665,2950.6817396666665,2678.4862096666666,6425.6488426666665,2826.362860666666,2881.6905276666657,2512.257178666666,2860.927581666666,3254.8859396666658,3005.4200266666658,2775.950500666666,3181.9861336666663,2707.920416666666,2919.0321466666664,5283.172940666666,2698.7589536666665,2360.8825856666663,2668.298275666666,6844.347154666667,1366.016642,1327.434428,2471.053569,0.0,1721.5015463333336,26.0,26,4116,2330,2951,2678,6426,2826,2882,2512,2861,3255,3005,2776,3182,2708,2919,5283,2699,2361,2668,6844,,,,,,,,,,,,,,,,,,,,,Positive
47,326.0491,5.483,6146.97099325,2903.2147702499997,3413.5612062500004,2546.55747825,7496.00060325,3568.2993152500003,3217.83670825,3245.2643772499996,3209.39731925,2842.4338692499996,4284.08717925,3401.0912202500003,3458.21271825,2980.00874425,3758.90573725,2928.9911592500002,3652.38041625,2505.7525342500003,2883.6468992500004,6037.57887325,1179.319929,1275.017333,1723.450043,2687.25453,1716.26045875,27.0,27,6147,2903,3414,2547,7496,3568,3218,3245,3209,2842,4284,3401,3458,2980,3759,2929,3652,2506,2884,6038,,,,,,,,,,,,,,,,,,,,,Positive
49,332.2794,0.717,0.0,6462.4977094595,5725.2237734595,0.0,3763.9664704595,3218.8749604595,2495.2739994595004,0.0,5507.2747034594995,2401.4526564595003,0.0,0.0,0.0,2378.9081374595003,4334.0418204595,0.0,2777.3240504595,3379.3524704595,0.0,3636.1313674595003,2.681224874,1.939602856,2.367396962,3.52926547,2.6293725405,29.0,29,0,6462,5725,0,3764,3219,2495,0,5507,2401,0,0,0,2379,4334,0,2777,3379,0,3636,,,,,,,,,,,,,,,,,,,,,Positive
50,332.8943,5.367,0.0,2115.827083804333,0.0,0.0,2124.370401804333,2549.6573318043334,4162.583583804333,5157.6912808043335,3536.3659858043334,2076.1880308043333,2202.539276804333,0.0,0.0,0.0,0.0,0.0,0.0,2987.614313804333,2347.359790804333,0.0,0.458767962,0.250308558,0.562972067,0.0,0.42401619566666665,30.0,30,0,2116,0,0,2124,2550,4163,5158,3536,2076,2203,0,0,0,0,0,0,2988,2347,0,,,,,,,,,,,,,,,,,,,,,Positive
51,337.2349,0.717,0.0,2344.2067477805,0.0,0.0,0.0,0.0,0.0,0.0,2035.9701797805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833570267,1.125789977,1.135692978,0.700095656,0.9487872195,31.0,31,0,2344,0,0,0,0,0,0,2036,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Positive
52,339.2676,0.8,3137.2575905565,3915.5623065565,3790.6679765565,4190.5899545565,3169.3827945565,3211.6985675564997,3620.7302195565,3897.9179925565,3918.6602655565,3647.7937835565,4030.7042335564997,4541.7388795565,3964.2424815565,4278.1337805565,4225.8612415565,3149.6083045565,4338.6946855565,4348.9650955565,4473.1110205565,3605.7000405565,1.676872777,1.552819433,1.596785196,1.145428368,1.4929764435000001,32.0,32,3137,3916,3791,4191,3169,3212,3621,3898,3919,3648,4031,4542,3964,4278,4226,3150,4339,4349,4473,3606,,,,,,,,,,,,,,,,,,,,,Positive
53,339.2677,1.017,3083.853392274,2654.487961274,2828.944153274,2979.748842274,2726.009174274,2238.535607274,3028.090949274,2597.237570274,2703.038711274,2702.792604274,2653.747506274,2797.159109274,2290.683527274,2996.943778274,3062.428213274,2863.475808274,2814.916666274,2646.287589274,2922.207604274,2886.643874274,1.634363825,1.665211916,1.729185835,1.216641328,1.561350726,33.0,33,3084,2654,2829,2980,2726,2239,3028,2597,2703,2703,2654,2797,2291,2997,3062,2863,2815,2646,2922,2887,,,,,,,,,,,,,,,,,,,,,Positive
56,352.9345,8.033,0.0,9007.154797,9042.237068,11216.23403,0.0,8270.910879,9263.394436,8516.979037,9546.437712,10436.38677,8248.600107,8027.474921,9122.316086,8325.014029,10026.13624,0.0,8883.532739,9227.624333,8633.5841,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35,0,9007,9042,11216,0,8271,9263,8517,9546,10436,8249,8027,9122,8325,10026,0,8884,9228,8634,0,,,,,,,,,,,,,,,,,,,,,Positive
58,355.263,1.383,4761.524814430501,3045.3171434305,2807.3005804305,5467.7407424305,3594.1446554305,2489.0270144305,2911.3527344305,4072.4577174305,4340.0058294305,4168.4129214305,3685.3529534305,4875.3577144305,4348.0095744305,4618.6386434305,5244.6621524305,4050.4376164305,5077.481010430501,2038.2005064305001,3940.9414844304997,4064.9454654305,3.462924705,4.454287672,4.560097198,3.077708703,3.8887545694999996,36.0,36,4762,3045,2807,5468,3594,2489,2911,4072,4340,4168,3685,4875,4348,4619,5245,4050,5077,2038,3941,4065,,,,,,,,,,,,,,,,,,,,,Positive
60,357.2781,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2739.6916362305,2256.5885642304997,0.0,0.0,0.0,0.0,2.307070231,3.617166889,4.765177459,5.025784499,3.9287997695000003,37.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,2257,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Positive
62,357.2784,2.617,0.0,2376.26497658575,2453.2123855857503,2679.6503245857502,0.0,2441.07527158575,3180.55333858575,2129.1349735857502,3087.57804758575,0.0,3872.99094558575,2421.0834575857502,0.0,2295.74960958575,2370.19682458575,0.0,2579.1362095857503,0.0,3475.2876895857503,0.0,3.588214472,5.49548041,6.746581005,7.19398577,5.75606541425,38.0,38,0,2376,2453,2680,0,2441,3181,2129,3088,0,3873,2421,0,2296,2370,0,2579,0,3475,0,,,,,,,,,,,,,,,,,,,,,Positive
63,357.2786,1.983,0.0,11417.407383548,11693.580313548,16510.324353548,10763.716783548,0.0,14151.972213548,0.0,16014.674983548,13030.378023547999,0.0,3551.4068315480004,0.0,0.0,14668.477863548,0.0,0.0,0.0,2699.102066548,12141.282673548,3.009005805,4.84082743,4.105381895,5.618930678,4.393536451999999,39.0,39,0,11417,11694,16510,10764,0,14152,0,16015,13030,0,3551,0,0,14668,0,0,0,2699,12141,,,,,,,,,,,,,,,,,,,,,Positive
64,357.2792,0.8,107186.46311915,115287.93811915,112970.92551915,128599.77201915,92832.45059915,99691.88929915,111643.95291915,118602.19801915,121761.76331915,110805.22161915,116675.56061915,129697.17381915,113533.52271915,129408.06091915,128390.50491915,81515.11027915,129109.58031915,126471.84031915,132591.00841915,79791.91788915,1.623897442,2.595103669,2.476641533,3.723480756,2.60478085,40.0,40,107186,115288,112971,128600,92832,99692,111644,118602,121762,110805,116676,129697,113534,129408,128391,81515,129110,126472,132591,79792,,,,,,,,,,,,,,,,,,,,,Positive
65,357.2794,1.017,91102.99629355426,82401.78423355425,82387.95109355425,94157.74904355426,80234.81281355425,70936.73542355426,93133.59603355426,81914.67565355425,85115.24765355425,84079.92490355426,81312.30409355425,84949.40111355425,82316.78247355425,93072.13184355425,93082.56666355426,89804.75707355425,86489.42777355426,82103.68647355426,91971.13458355426,78059.55358355425,1.280446367,2.057374627,2.576219314,3.519305475,2.35833644575,41.0,41,91103,82402,82388,94158,80235,70937,93134,81915,85115,84080,81312,84949,82317,93072,93083,89805,86489,82104,91971,78060,,,,,,,,,,,,,,,,,,,,,Positive
69,373.2736,1.4,5245.198105751,3390.413638751,3123.5583217509998,6021.174388751,3953.739190751,3791.783717751,3268.263504751,3028.100111751,4837.509962751,2875.2254267509998,4106.950568751,5518.521841751,4786.334740751,5679.672088751,3641.2776237509997,4792.394143751,5464.785458751,2264.474809751,5098.831267751,4394.257670751,10.15347927,9.077264147,10.17209592,9.288245659,9.672771249,42.0,42,5245,3390,3124,6021,3954,3792,3268,3028,4838,2875,4107,5519,4786,5680,3641,4792,5465,2264,5099,4394,,,,,,,,,,,,,,,,,,,,,Positive
70,375.2891,0.8,16487.714897125,22095.449127124997,22023.248467125,23380.944807124997,19716.853177125,20203.018717125,22310.039187125,22506.009347125,23827.686187125,21330.431737125,22524.881947125,24222.109757125,21577.633387125,24129.412057125,23392.554187125,18928.068677125,23232.432637125,22576.198067125,23534.606507124998,18849.107647124998,0.655577902,0.564773336,0.0,0.451047387,0.5571328750000001,43.0,43,16488,22095,22023,23381,19717,20203,22310,22506,23828,21330,22525,24222,21578,24129,23393,18928,23232,22576,23535,18849,,,,,,,,,,,,,,,,,,,,,Positive
71,375.2892,1.017,16042.1956020605,15513.0130220605,16140.991402060501,17175.9713420605,16796.0505120605,14580.569312060501,17624.8547220605,15791.8595920605,17136.3071320605,14961.4467120605,16593.4521520605,15887.6008220605,15369.1911320605,17000.6735920605,16765.7537020605,15075.2330120605,16332.448342060501,14982.4944820605,17123.7822320605,16029.1726820605,0.57136388,0.461784586,0.850803617,0.586079675,0.6175079395,44.0,44,16042,15513,16141,17176,16796,14581,17625,15792,17136,14961,16593,15888,15369,17001,16766,15075,16332,14982,17124,16029,,,,,,,,,,,,,,,,,,,,,Positive
72,393.2857,0.7,5189.353269280749,3575.8536522807503,2887.46283328075,4639.78293728075,4580.00189828075,4320.088901280749,4640.6085702807495,4248.29439028075,3655.18861928075,4782.615372280749,5118.49829028075,4766.48124228075,5064.747862280749,4037.11069828075,3858.65285428075,5000.16661228075,3149.8990712807504,4952.193462280749,6115.01133428075,4092.1415412807505,7.170938985,8.472176915,8.974600395,7.785818582,8.10088371925,45.0,45,5189,3576,2887,4640,4580,4320,4641,4248,3655,4783,5118,4766,5065,4037,3859,5000,3150,4952,6115,4092,,,,,,,,,,,,,,,,,,,,,Positive
74,393.2993,1.017,0.0,0.0,0.0,0.0,3365.804282485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29899189,14.49316598,15.68433127,12.51220092,14.247172514999999,47.0,47,0,0,0,0,3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Positive
75,399.3246,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2049.28812526675,0.0,0.0,0.0,0.0,3260.41472026675,0.0,11.58222883,10.90148112,10.68786208,9.900386903,10.76798973325,48.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2049,0,0,0,0,3260,0,,,,,,,,,,,,,,,,,,,,,Positive
79,410.3258,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.7317470825,0.0,3281.1680930825,0.0,0.0,3495.2457210825,0.0,0.0,0.0,0.0,2.441401653,4.281599593,6.585080809,5.536925615,4.7112519175,49.0,49,0,0,0,0,0,0,0,0,0,0,2015,0,3281,0,0,3495,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Positive
81,410.326,2.583,0.0,18493.398916431,7049.824932431,20589.525766431,0.0,5868.422241431,6956.073834431,7251.812433431,8281.537557430998,0.0,5852.035567431,2197.281368431,3619.846385431,0.0,0.0,0.0,5428.333015431,4546.710374431,8075.380877431,4957.572191431,7.576125946,11.05842112,13.37496546,13.66274175,11.418063569000001,50.0,50,0,18493,7050,20590,0,5868,6956,7252,8282,0,5852,2197,3620,0,0,0,5428,4547,8075,4958,,,,,,,,,,,,,,,,,,,,,Positive
82,410.3263,1.883,0.0,3042.35019392525,3688.33056492525,3419.21690992525,2990.87215492525,4128.56740992525,22804.563868925252,19807.50000892525,22538.95364892525,2524.77069292525,23083.88652892525,3009.9369879252504,0.0,3053.36676292525,4049.00577892525,18275.94052892525,3653.46078892525,2516.90488792525,23857.12670892525,0.0,2.296303844,4.041776204,3.826716222,5.358328029,3.88078107475,51.0,51,0,3042,3688,3419,2991,4129,22805,19808,22539,2525,23084,3010,0,3053,4049,18276,3653,2517,23857,0,,,,,,,,,,,,,,,,,,,,,Positive
83,410.3267,0.8,112099.76493692875,143835.21993692874,140617.59203692875,156631.86853692873,126828.40583692875,135993.11123692873,147695.84793692874,144991.60783692874,162465.92263692874,140899.40513692875,144138.69543692874,151672.20533692875,143449.15863692874,163908.77553692873,152967.12563692874,104220.17933692875,153977.03833692873,145518.99333692875,155695.58193692873,98553.33007692876,1.618717949,3.633334409,3.563030916,4.471969011,3.3217630712500004,52.0,52,112100,143835,140618,156632,126828,135993,147696,144992,162466,140899,144139,151672,143449,163909,152967,104220,153977,145519,155696,98553,,,,,,,,,,,,,,,,,,,,,Positive
84,410.327,1.017,105396.43403956425,103890.07963956425,105979.68513956424,117575.27413956425,110402.59273956425,97631.46344956425,115681.41253956425,106813.08393956425,110720.45203956425,100769.22233956425,111869.08273956424,104296.52123956424,98141.27798956425,109629.80173956425,112316.59063956425,100962.56563956424,109290.49663956424,100919.37233956424,113992.93733956425,91767.72050956424,2.926365237,4.106443707,4.438965914,4.664866885,4.03416043575,53.0,53,105396,103890,105980,117575,110403,97631,115681,106813,110720,100769,111869,104297,98141,109630,112317,100963,109290,100919,113993,91768,,,,,,,,,,,,,,,,,,,,,Positive
85,414.0594,5.75,0.0,0.0,0.0,0.0,2194.1288417243336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.1763657243334,0.0,0.0,0.0,2258.088512724333,2.061753038,2.237115451,3.024429338,0.0,2.4410992756666667,54.0,54,0,0,0,0,2194,0,0,0,0,0,0,0,0,0,0,2021,0,0,0,2258,,,,,,,,,,,,,,,,,,,,,Positive
87,415.2813,0.817,8296.974891807751,8346.43865980775,8868.08281180775,9772.486282807751,5065.68723280775,7632.08471080775,7062.17184380775,8575.92179880775,8250.80591180775,8478.00800880775,8172.0065748077495,11516.64760780775,11170.239377807751,11361.427297807752,13041.69114780775,8839.05427780775,10514.72347780775,11845.35123780775,9984.331042807751,6626.81097280775,1.316151538,1.738831187,1.795403014,1.73550303,1.64647219225,55.0,55,8297,8346,8868,9772,5066,7632,7062,8576,8251,8478,8172,11517,11170,11361,13042,8839,10515,11845,9984,6627,,,,,,,,,,,,,,,,,,,,,Positive
