FeatureID,mzmed,rtmed,L1,L2,L3,L4,L5,L6,L7,L8,L9,NL1,NL2,NL3,NL4,NL5,NL6,NL7,NL8,NL9,NL10,NL11,Blank_1,Blank_2,Blank_3,Blank_4,Blank__mean,mzClusterID,FeatureClusterID,L1_mean,L2_mean,L3_mean,L4_mean,L5_mean,L6_mean,L7_mean,L8_mean,L9_mean,NL1_mean,NL2_mean,NL3_mean,NL4_mean,NL5_mean,NL6_mean,NL7_mean,NL8_mean,NL9_mean,NL10_mean,NL11_mean,L1_mean_isotopes,L2_mean_isotopes,L3_mean_isotopes,L4_mean_isotopes,L5_mean_isotopes,L6_mean_isotopes,L7_mean_isotopes,L8_mean_isotopes,L9_mean_isotopes,NL1_mean_isotopes,NL2_mean_isotopes,NL3_mean_isotopes,NL4_mean_isotopes,NL5_mean_isotopes,NL6_mean_isotopes,NL7_mean_isotopes,NL8_mean_isotopes,NL9_mean_isotopes,NL10_mean_isotopes,NL11_mean_isotopes,Polarity
2103,121.0287,0.513133333,3093.8739659999997,3714.6556539999997,3670.9244329999997,3873.6134660000002,3409.182966,3736.262193,4006.8038949999996,4246.465799,3778.0996659999996,4669.556466,2575.78068,2748.1224660000003,2968.3591330000004,4389.642543,3939.782466,4599.351654,2483.705323,4750.268690000001,2924.23468,3727.882333,1643.503335,1430.859605,1291.439662,1455.267534,1455.267534,11.0,13,3094,3715,3671,3874,3409,3736,4007,4246,3778,4670,2576,2748,2968,4390,3940,4599,2484,4750,2924,3728,,,,,,,,,,,,,,,,,,,,,Negative
2104,122.0843,0.482658333,9808.178225399999,2699.3700824000002,4025.5159823999998,4085.5531654,3904.7612964,6151.4553534,4192.0821823999995,3573.5170824,7058.912249399999,4111.6721514,5643.297549399999,6086.8192364,2369.7978424000003,3434.5170824,3641.0158804000002,0.0,3781.1041724,2627.9109474,5496.2878604,4581.2170823999995,195.6411249,144.5369751,129.2706528,156.4829176,156.4829176,12.0,14,9808,2699,4026,4086,3905,6151,4192,3574,7059,4112,5643,6087,2370,3435,3641,0,3781,2628,5496,4581,,,,,,,,,,,,,,,,,,,,,Negative
1665,124.0071,0.45395,100407.67626564999,36207.24009565,42342.81475565,47595.04475565,51521.831665649996,106748.59206565,82236.60041565,123074.39666565,140270.83296565,54297.50021565,69618.08323565,27516.54099565,7511.69033265,12725.66939565,8566.94985365,6649.13466565,12006.13823565,60122.28656565,74338.94312565,43372.21166565,189.1965678,174.4102764,196.2031589,186.6033343,186.60333434999998,13.0,15,100408,36207,42343,47595,51522,106749,82237,123074,140271,54298,69618,27517,7512,12726,8567,6649,12006,60122,74339,43372,,,,,,,,,,,,,,,,,,,,,Negative
2105,126.0019,0.456908333,5012.217551000001,0.0,2255.750814,2230.1608380000002,2167.4535050000004,4281.369738,3534.771571,6073.796838,7217.553588,3133.176565,3606.737838,0.0,0.0,0.0,0.0,0.0,0.0,3270.9196380000003,3792.224607,2165.0830880000003,194.4115919,210.7619629,217.1859312,207.453162,207.453162,14.0,16,5012,0,2256,2230,2167,4281,3535,6074,7218,3133,3607,0,0,0,0,0,0,3271,3792,2165,,,,,,,,,,,,,,,,,,,,,Negative
2106,126.9033,0.446125,3358.9439464750003,2022.4209284750002,2226.801166475,2311.046499475,5384.743499475,0.0,2705.922090475,3002.4426814750004,0.0,2298.831954475,0.0,0.0,0.0,0.0,0.0,0.0,2447.3754994749997,2536.777499475,2876.800499475,3256.889131475,459.6142163,459.8659254,520.8663599,480.1155005,480.115500525,15.0,17,3359,2022,2227,2311,5385,0,2706,3002,0,2299,0,0,0,0,0,0,2447,2537,2877,3257,,,,,,,,,,,,,,,,,,,,,Negative
2109,128.0341,0.433158333,4455.01832725,2096.20108525,0.0,2232.07505025,2228.76599425,6736.25549425,2234.1338512499997,3255.75719425,4605.57344925,2787.2979942499996,0.0,0.0,2657.45070825,0.0,0.0,0.0,0.0,6230.43867425,3528.37119425,3302.34549425,233.1018432,352.6040443,335.5761298,307.0940057,307.09400575,16.0,18,4455,2096,0,2232,2229,6736,2234,3256,4606,2787,0,0,2657,0,0,0,0,6230,3528,3302,,,,,,,,,,,,,,,,,,,,,Negative
2110,129.0542,0.459016667,0.0,0.0,0.0,0.0,0.0,3703.077323975,0.0,0.0,0.0,0.0,2158.643476975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1151.26755,993.9403351,1198.491063,1114.566316,1114.566316025,17.0,19,0,0,0,0,0,3703,0,0,0,0,2159,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Negative
2111,130.0863,0.480891667,6326.306976625,2047.094340625,2524.9303856250003,3389.2977746250003,3522.4748856250003,4529.557085625001,4634.986067625,5042.238171625,10390.601435625,2778.6913856250003,3070.7791826250004,0.0,0.0,0.0,0.0,0.0,0.0,2600.723885625,3038.3229406250002,2962.860484625,196.7490013,171.0127845,140.4865573,169.4161144,169.41611437499998,18.0,20,6326,2047,2525,3389,3522,4530,4635,5042,10391,2779,3071,0,0,0,0,0,0,2601,3038,2963,,,,,,,,,,,,,,,,,,,,,Negative
2115,134.0464,0.485983333,15259.521228075,0.0,2799.3206980749997,0.0,2643.104865075,4009.0679480749995,4022.2546070749995,3630.751809075,9663.859698074999,2780.910971075,19524.383548075,10564.207698074999,3678.9113330749997,3836.9056350749997,4819.156771075,5992.068278074999,0.0,3139.367062075,15099.245778075,12985.338708075,418.6246388,334.7300883,309.7231787,354.3593019,354.359301925,20.0,22,15260,0,2799,0,2643,4009,4022,3631,9664,2781,19524,10564,3679,3837,4819,5992,0,3139,15099,12985,,,,,,,,,,,,,,,,,,,,,Negative
2116,135.0298,0.464833333,13260.227321274999,3751.8263202750004,5037.421351275,5917.626551275,6153.658718275,9585.951551274999,8166.5444362749995,10314.026951274998,14416.126551275,6134.762006275,7685.204122275,0.0,0.0,0.0,0.0,0.0,2100.417337275,7782.119551275001,7380.992551275,4430.437351275,511.9653331,415.6077444,454.1172687,460.5634487,460.563448725,22.0,24,13260,3752,5037,5918,6154,9586,8167,10314,14416,6135,7685,0,0,0,0,0,2100,7782,7381,4430,,,,,,,,,,,,,,,,,,,,,Negative
2117,137.0345,0.446533333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4046.0855646249997,0.0,0.0,558.1417623,800.5310224,708.9958084,689.2228644,689.2228643750001,23.0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4046,0,0,,,,,,,,,,,,,,,,,,,,,Negative
638,141.0173,0.485433333,441662.27445,30379.608350000024,98189.51365000001,89883.33115000001,188992.29005000004,188751.74275,131251.24315000002,133717.64095,252060.62345000004,159584.91615000003,141171.01625000002,198234.02745000002,37090.45695000002,147135.05005,27830.310550000024,23327.397650000028,63354.85215000002,90433.57025000002,178904.01625000002,193736.89745000002,169266.3706,199577.7834,197662.7823,188835.6455,188835.64544999998,24.0,26,441662,30380,98190,89883,188992,188752,131251,133718,252061,159585,141171,198234,37090,147135,27830,23327,63355,90434,178904,193737,,,,,,,,,,,,,,,,,,,,,Negative
1785,143.1072,0.626216667,14746.809824666665,10652.755964666667,17553.98571466667,15704.398684666668,17105.06244466667,33117.632004666666,14054.825894666666,10844.372984666667,18584.614394666663,25832.68389466667,17898.244684666664,20673.008244666664,12497.904824666666,21788.99280466667,18010.867434666667,17539.170394666668,16631.17968466667,14492.057804666665,13159.819894666665,18402.77289466667,2866.142529,2473.690519,0.0,4763.615268,3367.8161053333333,25.0,27,14747,10653,17554,15704,17105,33118,14055,10844,18585,25833,17898,20673,12498,21789,18011,17539,16631,14492,13160,18403,,,,,,,,,,,,,,,,,,,,,Negative
2122,145.0612,0.487916667,11040.033036325,5289.886367325,6264.165960325,2514.8142273249996,5732.362136325,12063.823386325,10025.203136325,12206.185136325,16549.443866325,5109.044136325,12598.788826325,5174.7894223250005,0.0,4215.506859325,3265.243300325,3663.266636325,0.0,7830.747136325001,11940.708496325,9074.172803325,498.5462189,580.4107569,630.3616152,569.7728637,569.772863675,26.0,28,11040,5290,6264,2515,5732,12064,10025,12206,16549,5109,12599,5175,0,4216,3265,3663,0,7831,11941,9074,,,,,,,,,,,,,,,,,,,,,Negative
2123,145.0859,0.465575,11579.755323200001,2062.6215732,2403.4740732,2469.0294302,2898.1884372000004,13586.1804532,10123.5448632,2416.5317091999996,0.0,2387.0885731999997,3099.1183812,6627.7846342,2682.2691402,2808.6169062,2511.5734732,3257.5161982,2497.5760732,8637.1408892,2011.8534582,8772.4173162,530.1801099,554.8967304,645.3949401,576.8239268,576.8239268,27.0,29,11580,2063,2403,2469,2898,13586,10124,2417,0,2387,3099,6628,2682,2809,2512,3258,2498,8637,2012,8772,,,,,,,,,,,,,,,,,,,,,Negative
2124,146.0446,0.443583333,8844.7297659,0.0,0.0,2663.7638799,2803.1716979,6705.3165159,4511.5040129,7126.9139709,12040.979629899999,3340.6087469,2975.3954969,2198.6447709,0.0,0.0,0.0,0.0,0.0,2340.9182439,3651.2359809,2404.1058798999998,504.3278196,253.6894962,289.7210445,349.2461201,349.2461201,28.0,30,8845,0,0,2664,2803,6705,4512,7127,12041,3341,2975,2199,0,0,0,0,0,2341,3651,2404,,,,,,,,,,,,,,,,,,,,,Negative
2028,150.0016,0.58575,7488.675518825,6142.797422825,5621.432396825,5505.660981825,6337.627306825,8076.988831825,5315.8722808249995,6581.1031848249995,6466.074507825,6137.558487825,6351.495137825,6482.378422825,4185.806268825,5817.613073825,6076.8355288249995,5782.589851825,5936.074697825,6489.169396825,6056.737351825,7077.343969825,455.8436623,460.4312054,612.5405768,509.6051482,509.605148175,29.0,31,7489,6143,5621,5506,6338,8077,5316,6581,6466,6138,6351,6482,4186,5818,6077,5783,5936,6489,6057,7077,,,,,,,,,,,,,,,,,,,,,Negative
2128,151.0254,0.466766667,15520.598855975002,3347.432695975,3899.651966975,6366.561789975,6418.406649975001,5336.015495975,8014.716859975,16216.500065975002,18249.293925975,4623.492187975,3963.799281975,0.0,0.0,0.0,0.0,0.0,0.0,6086.607638975,5081.758058975,5032.5925669749995,753.8704681,1391.03681,1338.331234,1161.079504,1161.079504025,30.0,32,15521,3347,3900,6367,6418,5336,8015,16217,18249,4623,3964,0,0,0,0,0,0,6087,5082,5033,,,,,,,,,,,,,,,,,,,,,Negative
1973,152.0014,0.432666667,6539.0116261250005,0.0,3758.4603751250006,3631.6008271250003,4118.724698125,12898.068707125,5083.545541125,9241.687009124998,18493.597377125,9223.495398125,15277.850827125,5064.670541125,2723.848922125,4985.834856125,2861.880827125,2467.9943271250004,0.0,7122.032587125001,11852.549897125,12948.944327125,485.6288399,431.3643978,457.4542809,458.1491729,458.149172875,31.0,33,6539,0,3758,3632,4119,12898,5084,9242,18494,9223,15278,5065,2724,4986,2862,2468,0,7122,11853,12949,,,,,,,,,,,,,,,,,,,,,Negative
2129,152.9856,0.4147,2993.0580578749996,3562.648200875,6006.072390875001,3675.2381288750003,2741.154057875,2708.2765578750004,2735.6918908750004,4768.979457875001,0.0,2623.946512875,3806.439057875,2544.5537248749997,0.0,0.0,0.0,2668.0088428749996,0.0,2062.607292875,4633.649057875,8293.667365874999,805.6370588,512.1875095,495.5582581,604.4609421,604.460942125,32.0,34,2993,3563,6006,3675,2741,2708,2736,4769,0,2624,3806,2545,0,0,0,2668,0,2063,4634,8294,,,,,,,,,,,,,,,,,,,,,Negative
2131,156.9263,18.23233333,8980.12,8322.61,6744.857143,6746.007273,29374.17151,4955.776364,9038.4825,8114.575,28562.36399,28789.85712,7431.258462,7186.2,8188.528182,7200.141667,4655.916,6461.875,7779.0625,6384.84,5822.943,7643.465455,0.0,0.0,0.0,0.0,0.0,33.0,35,8980,8323,6745,6746,29374,4956,9038,8115,28562,28790,7431,7186,8189,7200,4656,6462,7779,6385,5823,7643,,,,,,,,,,,,,,,,,,,,,Negative
2134,157.0973,18.23216667,0.0,0.0,0.0,0.0,0.0,2950.5584499999995,0.0,0.0,0.0,2589.756819,0.0,2429.177952,2097.8418030000003,0.0,2397.8364039999997,0.0,0.0,0.0,0.0,2564.7131280000003,872.2,1317.94,1029.34,1073.16,1073.16,35.0,37,0,0,0,0,0,2951,0,0,0,2590,0,2429,2098,0,2398,0,0,0,0,2565,,,,,,,,,,,,,,,,,,,,,Negative
2135,157.1229,4.872333333,6199.575609999999,3273.0992129999995,0.0,7161.67681,6584.35263,4997.37138,7687.50075,3707.7488029999995,2194.170577,5861.0508,4851.968747,2900.161293,6348.184479999999,3330.4070679999995,9101.466949999998,4233.420809,3424.9148259999993,9415.2768,6604.37208,2910.9728399999995,4285.761778,4689.332456,4316.844126,4430.64612,4430.64612,36.0,38,6200,3273,0,7162,6584,4997,7688,3708,2194,5861,4852,2900,6348,3330,9101,4233,3425,9415,6604,2911,,,,,,,,,,,,,,,,,,,,,Negative
530,157.1233,0.69465,110098.72686425,104230.79696425,113153.00246425,140628.85936424998,154085.78236425,202381.18696425,105253.16756425,96641.41346425,146476.26976425003,205164.25286424998,180153.36046425003,159969.96706425003,129702.85006425001,162065.84916425002,183969.86126425,148554.10196424997,136669.71796425,132039.34636425,102434.25066425,46103.85239425,10065.96312,8741.648722,8180.998765,8996.203536,8996.203535749999,37.0,39,110099,104231,113153,140629,154086,202381,105253,96641,146476,205164,180153,159970,129703,162066,183970,148554,136670,132039,102434,46104,,,,,,,,,,,,,,,,,,,,,Negative
2141,161.0449,0.451433333,0.0,0.0,0.0,0.0,2700.7012733750003,0.0,0.0,0.0,2011.507416375,0.0,0.0,0.0,0.0,8269.210455375001,0.0,0.0,0.0,0.0,0.0,0.0,527.482038,461.0318729,603.309269,530.6077266,530.6077266249999,38.0,40,0,0,0,0,2701,0,0,0,2012,0,0,0,0,8269,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Negative
2144,163.0757,0.513316667,0.0,2102.114878025,0.0,0.0,2123.1002530250003,2234.7171010250004,0.0,2189.6505860250004,2154.487330025,0.0,2525.1944530250003,2302.488253025,2557.2339200250003,2049.319071025,0.0,2080.275253025,0.0,2004.0390860250002,2685.928306025,0.0,260.5249214,250.5153654,250.2779541,253.772747,253.772746975,39.0,41,0,2102,0,0,2123,2235,0,2190,2154,0,2525,2302,2557,2049,0,2080,0,2004,2686,0,,,,,,,,,,,,,,,,,,,,,Negative
2147,164.0706,0.484108333,3625.612247825,0.0,0.0,0.0,0.0,2420.267302825,3741.6737708250002,2959.390941825,10102.681747825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.8072624,169.0734901,145.119754,156.3335022,156.33350217499998,40.0,42,3626,0,0,0,0,2420,3742,2959,10103,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Negative
2148,165.0399,16.99741667,22579.74186,8463.614807,8932.644545,15669.83704,10914.75379,8160.350164,6346.536,10025.63,10218.14568,6824.008889,5957.986,5726.929091,5605.650909,6384.206865,29193.80082,6230.8675,6129.463068,6160.391111,6204.303333,6359.376404,0.0,0.0,0.0,0.0,0.0,41.0,43,22580,8464,8933,15670,10915,8160,6347,10026,10218,6824,5958,5727,5606,6384,29194,6231,6129,6160,6204,6359,,,,,,,,,,,,,,,,,,,,,Negative
2149,166.017,0.430516667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2616.372178025,0.0,3646.315292025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2090.7799780249998,0.0,500.7591046,216.4570978,251.8150635,323.010422,323.01042197500004,42.0,44,0,0,0,0,0,0,0,0,2616,0,3646,0,0,0,0,0,0,0,2091,0,,,,,,,,,,,,,,,,,,,,,Negative
2150,166.0506,0.63005,2324.7081408999998,2486.7645598999998,2679.2234269,2844.9403499,3220.9935769,0.0,2467.6085789,2764.1431539,2837.6211189,4688.7728529,3042.5665949,3261.6849269,0.0,2456.8475269,0.0,2538.4011959,2556.7542599,2593.3946769,2469.3689269,2473.5826579,402.2989584,476.2672494,414.2735115,430.9465731,430.9465731,43.0,45,2325,2487,2679,2845,3221,0,2468,2764,2838,4689,3043,3262,0,2457,0,2538,2557,2593,2469,2474,,,,,,,,,,,,,,,,,,,,,Negative
2153,168.9805,0.4147,4259.426658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2934.639658,0.0,0.0,0.0,0.0,2033.0815080000002,0.0,0.0,391.776,374.0991554,451.1838706,405.686342,405.68634199999997,44.0,46,4259,0,0,0,0,0,0,0,0,0,0,0,2935,0,0,0,0,2033,0,0,,,,,,,,,,,,,,,,,,,,,Negative
2154,169.0858,3.21835,0.0,0.0,2392.737792725,0.0,0.0,0.0,0.0,2312.5661257250003,4544.313855725,2675.488792725,0.0,2360.0836107249997,0.0,0.0,2080.094480725,0.0,0.0,0.0,0.0,0.0,316.3994019,298.3181425,309.5290774,308.0822073,308.082207275,45.0,47,0,0,2393,0,0,0,0,2313,4544,2675,0,2360,0,0,2080,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Negative
2155,169.0863,0.466316667,2445.947404375,0.0,2214.064926375,2237.222938375,2905.109940375,4669.106249375,2115.1337993750003,0.0,2821.4557223750003,0.0,2752.060309375,0.0,2823.337630375,0.0,3050.8498413750003,2779.202798375,0.0,4436.025416375,0.0,7914.129499374999,400.9463998,429.299908,417.1411931,415.7958336,415.795833625,46.0,48,2446,0,2214,2237,2905,4669,2115,0,2821,0,2752,0,2823,0,3051,2779,0,4436,0,7914,,,,,,,,,,,,,,,,,,,,,Negative
2156,169.1226,0.676083333,0.0,0.0,0.0,0.0,0.0,2352.9248917,0.0,0.0,0.0,2813.2215847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2866.3470077,0.0,274.4678013,300.4374023,345.2339203,306.7130413,306.7130413,47.0,49,0,0,0,0,0,2353,0,0,0,2813,0,0,0,0,0,0,0,0,2866,0,,,,,,,,,,,,,,,,,,,,,Negative
2017,171.0657,0.573033333,7250.983545333334,8369.412775333332,0.0,0.0,0.0,40166.280805333336,3408.0246853333338,2273.5462153333337,0.0,0.0,3221.289505333334,0.0,5663.068595333332,5721.022435333334,3341.4434653333337,11109.542895333334,2862.659215333335,0.0,8003.020895333333,0.0,0.0,13235.54525,12160.57518,8688.825924,11361.648784666666,48.0,50,7251,8369,0,0,0,40166,3408,2274,0,0,3221,0,5663,5721,3341,11110,2863,0,8003,0,,,,,,,,,,,,,,,,,,,,,Negative
313,171.1383,0.812483333,10854.397050250001,17876.372230250003,19616.36711025,16577.580590250003,19476.423930250003,29830.00166025,15731.991970250001,19716.80984025,17667.79241025,28148.40166025,19418.378870250002,24936.33948025,25434.111260250003,28958.15802025,32593.658590250005,22944.211160250004,21016.077450250003,20806.07984025,13620.213090250003,7074.861120250003,9832.218789,12278.24583,9945.7904,10685.41834,10685.418339749998,49.0,51,10854,17876,19616,16578,19476,29830,15732,19717,17668,28148,19418,24936,25434,28958,32594,22944,21016,20806,13620,7075,,,,,,,,,,,,,,,,,,,,,Negative
2159,171.1383,14.440375,26147.531068500004,0.0,0.0,17972.169958500002,0.0,0.0,0.0,0.0,0.0,0.0,7611.946928500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9971.555786,15983.99289,10185.68794,12047.07887,12047.078871499998,50.0,52,26148,0,0,17972,0,0,0,0,0,0,7612,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,Negative
2163,173.1176,0.5029,3096.149381,2785.909662,2500.7942620000003,3226.8382600000004,3280.2978679999997,4957.74014,2702.748528,3838.556095,4156.391775,3210.619686,3331.3495949999997,4186.7414260000005,2934.5178809999998,3043.9479280000005,3320.7658810000003,3684.194595,3346.346595,5362.01691,2642.938309,3037.206886,1900.56979,2507.918423,2590.408002,2332.965405,2332.965405,51.0,53,3096,2786,2501,3227,3280,4958,2703,3839,4156,3211,3331,4187,2935,3044,3321,3684,3346,5362,2643,3037,,,,,,,,,,,,,,,,,,,,,Negative
2169,176.9286,14.05638333,0.0,0.0,0.0,4471.90911175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3439.0851817499997,0.0,0.0,0.0,3235.4762117500004,19251.78036175,0.0,0.0,0.0,6814.17205,6236.323765,11415.3428,8155.279538,8155.27953825,52.0,54,0,0,0,4472,0,0,0,0,0,0,0,3439,0,0,0,3235,19252,0,0,0,,,,,,,,,,,,,,,,,,,,,Negative
107,177.0915,0.522175,9992.53935385,8268.663030849999,6979.443523849999,7123.79692085,8374.49556385,9315.21047285,6375.51137385,7768.90647285,8159.848253849999,8498.16898085,15330.53403385,8507.38597785,9086.830563849999,5942.13056385,7028.860794849999,16609.480363849998,8205.056706849999,9240.34783685,8949.947992849999,0.0,687.5079476,645.7801614,635.7451994,656.3444362,656.3444361500001,53.0,55,9993,8269,6979,7124,8374,9315,6376,7769,8160,8498,15331,8507,9087,5942,7029,16609,8205,9240,8950,0,,,,,,,,,,,,,,,,,,,,,Negative
2173,177.902,18.2605,19018.91529,22835.68941,21100.68663,18116.44737,22954.8075,22410.91588,20981.31556,23539.92,22015.776,0.0,22386.84,22634.208,17890.03125,22716.355,23107.237,22940.64706,0.0,19965.14857,18201.82,21804.88471,0.0,0.0,0.0,0.0,0.0,54.0,56,19019,22836,21101,18116,22955,22411,20981,23540,22016,0,22387,22634,17890,22716,23107,22941,0,19965,18202,21805,,,,,,,,,,,,,,,,,,,,,Negative
