FeatureID,mzmed,rtmed,L1,L2,L3,L4,L5,L6,L7,L8,L9,NL1,NL2,NL3,NL4,NL5,NL6,NL7,NL8,NL9,NL10,NL11,Blank_1,Blank_2,Blank_3,Blank_4
LN0013,791.5633,8.575316667,286776.3962,95891.41391,92438.44033,225781.9124,108870.462,136595.9259,192653.6538,109440.6498,120831.8727,56754.39,29598.98069,13343.35973,23341.20117,34301.605,40274.30945,12430.2756,26091.28125,27597.315,93707.14942,98509.85115,291.3096313,232.7185364,253.878479,259.3022156
LN0014,790.5962,10.46061667,66507.99556,31516.09047,32614.2375,45459.53822,42099.1158,40594.79694,36171.04831,62468.0125,43795.74856,12440.87569,7899.959364,5986.264444,3894.373077,8774.1968,5680.237467,4482.774339,5442.264294,10470.43171,8518.348075,10816.69779,405.9365234,432.0841217,357.5160895,398.5122449
LN0015,790.5401,11.14435833,29929.32713,121852.1786,75038.78525,97905.07013,57627.84858,229335.1965,43517.8594,154657.3507,34538.616,70621.60817,77535.2526,125719.8654,25738.239,48499.3825,53881.45793,13669.968,17630.6988,105615.524,127188.7266,91275.29813,491.7843817,414.8254395,350.9579254,419.1892489
LN0016,790.541,9.3033,2741565.462,5320441.115,3462227.026,4006345.53,3467881.071,4289060.009,4089204.273,6859686.936,3451900.419,3769237.764,6208395.762,7301965.19,607594.2566,1046653.232,893592.258,645782.0984,855931.0788,3474167.999,3740082.312,2331799.469,384.089411,346.8766646,292.7041809,341.2234188
LN0017,790.5034,6.516583333,2759.247857,8107.434214,4243.362083,5630.612105,4112.0535,9066.705,4431.848083,7164.72,3904.304462,8814.848182,29492.81775,63916.81067,2651.3074,6239.35,4655.6542,3352.862455,3417.667071,10958.62727,15827.49747,15308.38333,385.0445604,355.7009675,346.8446587,362.5300622
LN0018,790.4341,12.41605,27417.3826,21359.1222,26548.45142,18331.14893,29180.07164,41560.01325,19644.108,21764.63817,20960.4318,41287.86736,19447.07262,12095.66636,15036.27843,15867.55875,16314.78369,25729.65908,13392.1908,25282.71425,14044.4208,14696.45079,689.7375,655.7226054,657.8484003,667.7695019
LN0019,789.625,11.39563333,3497.57179,5847.535556,4471.0425,4385.995312,6850.152154,6325.217462,7555.790937,7301.001273,7356.620687,6342.17725,5722.284625,5115.4714,4986.998438,5903.083923,6307.4115,4084.59,5383.798875,9942.45125,8785.212071,10544.73438,565.6337797,553.1492256,427.206075,515.3296935
LN0020,789.6125,9.1593,171371.1992,136836.386,123889.4761,135861.2618,172003.7499,134337.2284,158142.053,195462.0677,167146.1848,170173.6622,122823.1764,60185.46675,63638.05961,85201.33341,81370.47932,69038.39011,74598.34711,94308.96213,118533.3735,104133.9021,482.2704579,502.3373169,481.7457217,488.7844988
LN0021,351.2501,20.072,24108.36923,29610.26,29835.47368,25290.91636,27347.39,37609.71451,34608.71225,31659.4305,31875.09364,28762.96,28058.49462,30756.3313,28044.78923,25051.431,31390.125,30699.96,24706.84,26333,23073.25,33382.42409,30148.13625,32521.12273,37616.62424,33428.62774
LN0022,789.5173,20.06858333,6942.6,6276.596364,8216.473145,6926.211333,7905.311667,8130.922288,7696.858276,7123.030909,6978.93,6678.86,8858.00625,9539.444444,6958.062,7088.047692,9193.932,7164.016923,6165.476364,7426.888889,7172.207143,7825.202,7352.964444,8150.45,7223.133066,7575.515837
LN0023,789.4447,5.625766667,2858.9058,2128.436923,1853.747,2225.505333,1857.261545,3078.710938,1917.936,1800.113778,2117.2885,2969.555545,1864.242,2157.352,1171.7224,1724.081727,1771.9848,1856.8398,1636.078714,1921.073,1211.421,1891.3125,374.6344929,490.1013997,469.1599507,444.6319478
LN0024,788.5282,8.362391667,2782121.855,2121282.789,1206381.145,1694808.987,1533861.108,1608974.036,835044.4368,2777032.306,1652498.371,2314243.057,1780779.326,2157812.015,335838.1921,435203.6319,554526.1332,269059.78,531568.3025,1347479.257,1587278.327,797169.0165,361.7721802,276.2383118,261.3008141,299.7704354
LN0025,788.5261,10.30338333,9548.9295,43711.77053,18868.02989,37080.879,19366.88067,59087.88,9327.366667,31894.08638,8648.619559,28796.09571,9526.7712,18485.68333,8261.750875,12800.84558,18378.36,4778.126625,7121.74375,22585.86,25979.9375,16741.58763,319.5286499,194.3573886,184.5035807,232.7965397
LN0026,788.0415,9.303483333,8368.91175,16140.43156,10223.72469,9023.024,10414.95738,13514.557,12797.74094,20581.96786,10894.22388,11219.362,18604.9998,23531.792,2120.313938,3454.349191,2554.62625,1815.95925,2751.1932,8487.7125,11275.5005,6492.849941,397.1698553,406.7251032,337.3738953,380.4229513
LN0027,787.5977,8.170983333,18745.2258,11650.9325,10201.86869,8824.721155,14538.88638,13253.8615,10460.59843,15893.7675,19887.35357,15908.112,8829.945188,4282.892205,3453.45,9334.840714,6926.207438,4986.67,6663.6546,7274.73075,8681.577176,8405.647562,291.5749512,256.7831039,189.8015785,246.0532112
LN0028,786.5743,13.711925,3460.082667,2210.8632,2164.699167,2802.525688,2932.7935,3061.33425,3133.487733,4690.3125,3338.243533,3517.527,1278.2735,1383.890118,1340.60237,1422.329615,1084.334071,956.8244,1164.795,2619.565,2274.442933,2287.712231,389.2314905,379.6007544,387.9214554,385.5845668
LN0029,786.5215,7.604841667,341127.2788,237579.2212,117870.3754,245652.982,191414.877,264557.063,305264.31,571446.0281,330313.6584,330396.6869,185789.8612,252895.9754,42003.24,77729.0112,64216.53,40797.73306,77414.88506,187203.0271,183289.8729,154063.3106,521.8031738,460.8527798,383.19729,455.2844146
LN0030,784.9942,2.750091667,7720.79,4415.25,4852.684769,4705.883467,6028.924,10323.05462,5126.895,4305.980231,3230.8588,5108.988,4979.1024,2863.434,4482.973867,4991.653333,4445.479286,5719.5856,3847.861875,7587.351667,4736.153867,4553.23,301.0738842,294.471198,293.4336105,296.3262309
LN0031,351.2196,3.663783333,55182.58769,31332.66188,66625.14964,64512.33131,65792.73077,46984.68569,38903.096,51797.84792,23148.48375,32283.405,46561.18862,51446.912,22038.59581,21252.563,28681.12,38877.81544,37054.30594,41189.75008,31912.58525,52803.13294,911.6776167,1170.650565,1404.168559,1162.16558
LN0032,784.5584,12.78668333,7519.653563,4314.574385,5326.001,7840.091875,7425.454167,6917.161308,7483.1205,11711.94546,8398.2825,8527.285833,3725.980714,2384.333333,2254.963286,2950.6884,2561.544,2343.083167,3465.286034,8617.145833,5248.4954,7598.883615,420.4229158,327.6416762,313.8179688,353.9608536
LN0033,783.5797,0.789408333,13657156.63,5861670.291,6554589.476,5477381.94,5589466.831,17453038.26,5835502.844,2268955.802,15535437.21,9690298.831,8157903.136,5319510.963,5198952.146,7010777.537,5806989.52,2316790.87,8299954.728,5545773.092,8861064.615,7462089.905,30.80754743,36.43205261,31.45013237,32.89657747
LN0034,782.6518,11.4894,166311.7846,74161.2828,79414.41825,85492.63681,88870.6295,85423.6775,129624.4798,131142.1561,87569.21819,9847.434545,5839.154455,3189.3225,4098.73275,5722.11325,4474.051,3748.829455,5122.4228,8446.916154,7455.873643,11027.86371,756.6331299,866.2629639,850.077474,824.3245226
LN0035,782.6385,8.115033333,153907.9405,155617.2615,181828.44,162857.3232,185629.5439,149845.6788,157776.46,159691.9385,148687.032,194790.8177,173935.1313,154049.3828,179634.4894,206246.6133,197223.6135,224654.949,195995.4326,201422.0104,143718.2189,190528.1831,399.6042391,250.4570088,280.6289816,310.2300765
LN0036,782.5329,10.093125,8426.492143,4428.506667,4692.075889,6788.885923,7491.0825,5008.986,6781.475,6742.7075,7291.996154,7356.4925,2588.191,1047.054915,3313.578353,3600.8839,3900.973529,3365.62616,3940.7775,4389.485,5211.1205,5719.319077,287.5729004,277.6052387,269.4092766,278.1958052
LN0037,782.3718,10.81100833,10512.55056,10203.7275,9702.394,8389.394375,10753.19071,13571.55171,9371.608875,8606.677286,9120.950937,10656.25,8935.245,7412.604188,6709.226133,7407.925615,8314.907375,10575.25338,7124.4954,10033.91374,6659.367,8462.034533,870.8446045,694.0929405,620.6061285,728.5145578
LN0038,781.5858,20.35333333,3634.777143,12385.46191,3081.37375,8207.382632,7626.005418,8811.7022,6363.398125,8696.2075,7105.56,7831.620465,7561.056854,6810.802778,8095.805487,8405.584534,7986.642857,8452.718536,11457.94632,8505.343286,10177.35732,7602.75,9548.484701,11113.30216,9570.277619,10077.35483
LN0039,781.5737,7.431666667,8172.612,7035.843462,7188.82475,7385.794867,7746.517667,6277.791455,7747.003077,5978.829,6580.6078,7541.20925,7736.978667,7509.662333,5274.217067,6088.095833,5869.366,5642.934,5326.169889,6304.875364,6021.198467,6092.7824,321.1175537,323.0959616,311.613798,318.6091045
LN0040,781.5627,3.776516667,9686.948833,3878.580706,4367.348311,4052.0925,4811.49,6432.12,3845.656941,5229.042955,6108.897421,3198.455571,5480.29625,6006.924,2313.74137,3409.060227,3634.397,2136.5428,4017.992667,3213.46544,4579.897333,3577.747941,45.95346998,116.3670444,128.6203308,96.98028175
LN0041,780.393,12.83535,159239.9158,151065.0758,168657.7763,124300.869,164534.9537,203254.344,146759.5074,154573.61,124120.9267,183794.6999,135404.4055,89679.06607,115893.3973,129481.0422,125230.3946,163428.9921,103192.3728,161795.4095,102681.2261,118251.264,874.0435181,865.7144133,855.2125015,864.9901443
LN0042,351.2197,19.97316667,37429.63714,42407.968,40415.85,39499.652,39527.46833,40830.455,41055.25286,40759.9625,41450.21,42643.63385,41009.84571,40548.69667,37403.366,45062.0775,37809.92308,45288.55067,38982.38333,40659.4225,37183.70333,42570,51088.70389,49935.80278,55526.17962,52183.56209
LN0043,779.6377,8.112091667,12650.78341,10995.894,11621.90685,12950.84226,14449.39627,10363.68665,12046.71765,11434.696,11045.58,13579.55014,12876.65225,9479.8616,14121.31742,14807.57163,15745.26007,18501.893,14775.60919,15147.65587,11774.048,12254.4642,562.9741103,831.9551956,902.5546841,765.8279967
LN0044,779.6018,9.128008333,8145.7404,10731.16188,11315.66538,8909.141571,13794.89171,6178.799333,10444.72,8244.390625,11286.46223,9995.687692,10806.2736,10511.32593,12963.82848,10149.24992,11993.85693,10938.77919,11128.40044,12273.53569,10072.12512,12695.36,591.1113281,943.2983398,1141.980125,892.1299311
LN0045,779.3953,11.43585,11028.82153,8618.785286,9866.7,7319.4154,11865.3795,16962.79018,7636.9514,7462.785455,8045.676,11997.78442,6413.389167,5154.822987,5757.009083,6410.4845,6293.184308,8879.724,5180.386538,10361.22191,5316.844556,6025.269308,582.8255208,559.7548828,546.7528911,563.1110983
LN0046,778.5618,9.472125,159930.3477,86152.52024,91880.7482,94511.37677,113493.2053,107165.4892,95950.12435,132495.0487,122687.9013,123938.3028,58502.79421,62015.97278,49735.87,81595.51033,58433.09556,46075.32965,56522.25075,78177.7612,77281.28682,85455.77318,1359.909842,1740.104703,2194.255249,1764.756598
LN0047,777.5768,7.556966667,69477.81222,30088.69294,33463.91854,41937.14347,41422.65269,41012.41333,35876.67056,45555.7434,39615.28165,30575.343,7431.808733,5380.279294,9506.0564,16517.80321,15254.52206,11124.893,15168.77131,18269.06308,21676.77063,17326.70013,426.8017497,686.0015513,874.9822744,662.5951918
LN0048,777.3928,12.83321667,3737.3966,2837.415,2475.36975,2786.3625,3425.722222,4583.4244,3046.928071,3173.2514,2287.965273,4152.29,2367.143231,1069.987143,2367.7808,2740.219727,2462.6871,3475.095091,1845.1125,2989.796727,1903.220714,2435.976563,1300.537923,1406.40963,1388.136058,1365.027871
LN0049,777.341,20.09933333,7084.6125,7357.938824,3416.968,7274.584815,6755.216471,5136.852857,6722.61,5886.866667,5372.979524,5509.55072,2061.774444,7485.487059,3395.413333,4774.440909,7351.218,6008.088947,6938.105,6132.02,7046.835571,6047.784706,7975.163636,5123.666087,5427.429802,6175.419842
LN0050,776.5626,10.18991667,441566.3312,482586.2116,298325.7517,485619.1775,401714.6628,368061.2724,487916.6592,792362.8236,448265.5044,163077.2344,107183.1898,161059.3479,37638.43713,44353.61425,42918.87287,36781.4568,50730.06033,90454.20491,97537.3702,82872.35493,1824.685978,3161.807183,3796.754613,2927.749258
LN0051,776.5252,8.768983333,26977.44,81389.01086,54771.717,57901.12843,54801.403,69541.40769,60638.07615,120196.1448,49889.48677,65256.24583,106816.2216,201028.7734,6650.141556,14760.36818,11025.49569,8303.4794,11492.16954,71265.24333,64745.2406,33463.12486,383.5853084,245.1422213,256.9059733,295.2111677
LN0052,776.4187,11.43201667,206495.0813,147215.8845,186421.715,140910.8836,214892.3693,371998.2983,133686.3207,145697.3833,142510.2106,234766.5635,124748.7664,90691.73087,109017.4411,118051.369,113058.0722,185279.3978,94538.0385,191861.1099,98900.4256,113012.9562,1649.638135,1992.013064,2470.22628,2037.292493
LN0053,349.241,2.529741667,9622.215652,17516.95989,11011.7475,14102.86961,20340.78593,18915.13364,6491.298937,12414.84406,4552.444211,7377.662261,6649.923632,21086.09778,23639.55756,4182.77675,17109.41511,13819.6955,10131.0216,13419.936,14566.54624,21788.969,339.2799967,337.888623,363.3573151,346.8419783
LN0054,775.6135,12.8336,103550.3046,108977.8179,84681.41325,84497.41259,99988.2325,95969.26031,103284.993,98749.83779,87799.96265,89583.82833,99982.67427,315700.6333,94813.73472,73122.94782,99594.60856,95788.20586,76366.18119,93540.87231,91272.93927,91480.39505,11688.63457,20459.23126,27024.87595,19724.24726
LN0055,775.6136,15.98325,1360655.165,1490519.679,795855.5252,1088772.078,2076743.068,1444752.244,1889813.284,1940286.918,1950794.703,2194611.674,1615786.834,1622107.298,1659424.517,1271950.903,1684772.215,1158181.869,1255354.433,2052677.436,1970940.314,1716134.209,1904053.63,527510.1816,843929.2407,1091831.018
LN0056,775.6132,20.36033333,2225218.644,2242031.249,2317297.302,2338112.436,2300038.674,1096981.402,2297229.707,2331084.308,2178590.571,2200803.374,2335810.097,2147994.243,2201718.503,2287096.776,2148858.999,2346522.478,2270826.04,2289635.655,2424238.664,2316504.343,2368017.739,2280636.789,2212227.15,2286960.559
LN0057,775.6138,16.87008333,1753802.32,1890527.722,1942462.496,690804.5844,1540071.606,941356.9895,437625.7325,581425.156,409021.3909,728134.848,89888.6,1870060.692,563421.44,830190.7542,695096.1559,1999469.857,809273.9612,443284.506,468573.7933,535786.3754,1771501.043,1525262.096,1586335.996,1627699.712
LN0058,775.5507,8.292733333,320524.3497,197966.2854,110582.0658,213561.3373,136914.5686,210952.8533,137264.4235,344999.4373,143696.3671,61980.93,112607.9592,180279.7431,8264.3848,18621.04085,17086.06573,8394.7524,14560.7286,55922.35654,71337.15667,43852.56025,990.9920044,2079.459984,2605.864077,1892.105355
LN0059,775.5233,6.863108333,23150.26292,22459.01754,18476.75721,17084.5977,20195.007,22357.34271,21628.60915,28001.15825,28295.71613,27695.59709,33482.91669,33080.3388,17484.53564,24566.80525,21191.59225,22100.91388,20445.25294,25411.76031,23113.87711,18821.28,448.723615,428.8779352,421.3889587,432.9968363
LN0060,774.5443,9.216166667,224240.6352,203481.6894,153865.59,192707.7254,210665.5415,172110.5878,190639.2549,292397.7761,240260.6319,84214.82807,47362.62842,48003.99,22587.49696,41714.17825,21105.19012,19745.36792,33022.1584,37101.45517,34363.8505,44182.14058,269.9548122,294.4649945,321.8491498,295.4229855
LN0061,774.5453,9.823675,1104972.092,1837167.657,1078690.46,1294542.416,1234619.985,1591044.923,1642562.807,3112656.905,1295548.058,1659555.644,1998209.613,2430002.956,220496.1396,369342.4268,325086.1783,249752.8873,315672.0047,1162871.527,1220506.724,743849.403,376.1621175,297.4516703,357.5485331,343.7207737
LN0062,774.5452,11.63643333,15657.11421,27851.6124,16034.90736,29847.429,15232.2675,46248.76936,17750.73367,44870.06082,12085.1904,21145.58525,16170.8316,22938.01807,8715.6045,13876.6122,16502.7688,5022.406154,6467.8374,23103.3145,29314.87119,26265.7498,332.4063263,261.0101873,235.1313867,276.1826334
LN0063,774.3127,10.810975,29312.50569,23139.42075,26637.99808,21872.97213,28291.47892,38193.06857,23290.42669,22526.74658,23581.35337,31904.65385,21214.3064,18219.99656,16510.33173,20015.189,18467.472,27672.5075,16957.17881,26127.12392,17033.7128,21287.33493,913.915262,533.1851448,615.3964233,687.4989434
LN0064,343.9936,0.791875,72314.48786,100105.535,95700.49109,62596.68587,61919.039,111162.783,54057.13357,89790.14423,91179.842,123911.4707,95533.55891,107483.0781,58940.47714,105801.3576,66624.792,53562.19793,109209.0564,57230.76455,65537.80714,82797.89321,30330.34789,47849.46907,52878.20323,43686.00673
LN0065,773.6515,8.7466,5316.154615,3185.3451,2435.346333,4086.885,3400.203778,5107.572,3272.980846,3275.67,2181.909769,2660.2826,2824.453583,3429.013333,4085.615214,2336.742,2134.848,2847.205364,2803.110923,5052.531615,2700.923077,5121.768235,583.5041973,726.7987906,833.3405386,714.5478422
LN0066,773.5341,7.559091667,64853.85994,44384.55069,33543.6864,51536.3176,61391.11781,76817.7931,71900.3648,153603.8985,50796.74673,36008.03636,144246.7402,209858.2043,7042.0848,12133.09091,13274.91305,7736.077167,12442.6456,39252.65082,67827.87886,38534.29766,555.4746094,564.8667603,605.58016,575.3071765
LN0067,773.3893,2.012116667,3014.257125,1826.572077,2440.071429,3061.585588,2911.937071,1584.531,2189.148375,2834.944333,2321.518333,2176.080846,2656.728529,2348.449923,2146.037625,2004.9995,2226.6168,2079.2485,2588.290897,2668.17,1175.903591,2338.159733,261.2331438,304.4132159,288.4196241,284.6886613
LN0068,772.6093,8.112383333,33795.67173,32676.94647,44456.1503,35161.11331,40676.59213,29584.94079,30806.05125,30017.76353,31844.33688,38107.44129,38182.11081,32295.02327,43619.84188,50690.042,51486.16259,55945.574,48894.96619,46214.65243,30458.38469,45070.83176,266.9141558,153.4851925,142.541705,187.6470178
LN0069,772.5846,10.811,74301.27331,63056.588,53353.11667,54140.72038,55363.20992,45891.099,51175.47656,87652.60295,49878.26725,33972.23636,49535.06694,21288.90075,8832.083714,15170.59764,8100.875183,12171.96081,10346.97167,28138.05,22817.53353,25993.71565,303.2509978,207.9611881,215.793457,242.3352143
LN0070,772.5873,11.586975,22026.33844,19039.47161,14793.59813,22441.21794,20148.05363,17108.27293,24640.39956,33400.6318,19708.9475,20147.81538,13232.34824,13537.11282,3700.18,5590.559929,4893.187765,4457.358529,5698.600941,14180.14538,13107.696,11715.97729,329.1874593,352.4557612,349.0436162,343.5622789
LN0071,772.531,10.823125,8380.486613,14057.19976,11361.20229,16339.00193,9876.336,52350.97275,3673.83,18735.9955,4414.354286,32627.01818,5049.377778,20705.59867,11966.75393,13729.0255,23115.48038,10084.054,9234.5044,27402.14583,24588.18488,13860.86831,528.2159051,881.5658133,954.2802375,788.020652
LN0072,772.5294,8.859475,1063692.819,1406884.167,1095912.681,1122635.152,1262532.075,1350692.789,1058025.393,2107530.702,1148840.386,1815542.295,1599168.985,1983000.922,223794.6184,397236.8546,421556.0879,405906.1177,419863.5556,1105476.528,849977.1818,479993.7695,364.2739955,522.8877487,606.8300819,497.9972754
LN0073,343.9947,18.25966667,3668009.59,3868287.267,3946270.059,3754095.482,3863060.407,3683891.056,3720631.161,3801887.349,3935530.563,3718311.953,3960868.333,3888983.053,3816454.011,3733479.585,4001289.172,3962373.918,3793910.263,3856182.45,3734960.078,3905626.158,2997504.556,3542768.777,3705150.207,3415141.18
LN0074,772.0966,9.8268,3816.1075,6109.836426,3798.660736,4410.292824,4394.533473,5336.419579,5187.673333,9345.694091,4277.55475,5692.434601,4855.0827,2420.715,962.8133028,1569.899207,1195.846667,1273.2915,1190.7996,2895.764182,3898.826533,2271.3556,257.1392353,238.864874,267.9850939,254.6630677
LN0075,771.4573,20.19683333,37903.195,34906.73143,33461.2425,32717.9755,34377.83333,31677.72,39636.12414,32485.78059,33415.63154,36907.78923,31223.95421,29272.65611,33206.80143,32708.58421,35009.0625,33438.918,30809.10632,37705.57308,35868.4181,31660.22526,36023.13,34322.57739,35528.6208,35291.44273
LN0076,771.2709,20.072,9315.194375,9905.352,9127.98,9347.040588,7711.508571,8754.764118,11133.84412,9284.237333,7995.42,7670.252308,10223.4,11078.44706,9415.466667,7900.04,8087.445,10974.6492,9871.4,10148.47235,10244.67647,10124.97,10341.20381,7458.039,10239.2535,9346.165437
LN0077,770.5133,8.113508333,91207.65071,69765.38978,50284.549,61672.31947,56167.21018,56125.23888,63106.54056,97468.69947,70176.54144,173141.0955,78474.01343,105743.2447,14763.06081,20802.75075,29562.38186,24846.64718,33916.62453,71842.2785,47739.40808,20337.64615,361.3110453,356.7703901,358.7478333,358.9430896
LN0078,770.3644,12.84205833,33718.7186,35917.23556,40305.402,25304.1222,36220.81015,43289.91975,29607.70706,29465.31467,25647.4326,38653.44385,31918.46786,21553.85853,29322.24319,32219.77275,32668.3,44341.05607,27437.24144,36551.70092,22135.9494,25856.91133,430.6881104,444.8871918,473.8665695,449.8139572
LN0079,770.3573,11.86843333,14395.97241,10437.80571,9246.391,10309.32381,15665.28128,15192.9,8494.131706,12291.67338,11303.13112,8570.481545,11562.79507,7026.405235,9987.313267,10884.56685,8286.140467,12668.7444,9171.292063,11051.33913,9130.665,9780.423846,434.8989008,416.828125,464.4263208,438.7177822
LN0080,770.086,8.87005,3434.026071,5305.971071,3966.88375,3645.708435,5681.537846,3974.18875,2912.492222,6217.2713,3204.999346,6767.665385,5687.252909,6817.572784,1023.978043,999.1454,1719.3344,1138.5,1540.213481,4130.943833,2932.27741,1889.73925,220.0424194,195.8256836,203.2064453,206.3581828
LN0081,769.5031,6.679366667,10238.3258,9500.251933,5553.2145,7985.673333,8900.676417,10065.37067,7820.614125,23113.76925,13684.44,7298.992,9402.958,8215.9595,1521.104,6345.513,4207.1206,1481.277333,2494.667,3888.208615,5400.638846,3407.671429,433.398763,444.9413452,359.9743652,412.7714912
LN0082,768.5776,7.850958333,2630.388889,2525.641,2154.077778,2659.185556,2564.705,2205.847222,2521.565182,2838.721667,2221.699875,2541.055556,2679.646375,2216.76,2177.500333,2151.8,2102.5515,2184.001769,2355.190714,2124.846,1649.994429,2425.370909,226.8429149,160.3058049,114.0828247,167.0771815
LN0083,768.5557,10.06256667,196737.8449,224618.1229,166511.6839,218271.107,200258.6116,191883.8638,214098.2568,340420.6667,215836.8445,289144.5875,74009.98687,50886.08669,55653.02431,86756.92208,73667.482,60957.0378,90931.84844,133496.4203,150910.2072,149039.4658,286.1654727,306.2215169,286.0253057,292.8040985
LN0084,343.9947,20.87466667,239134.14,252860.2389,268860.499,247828.1583,240784.0173,234723.2031,242216.0753,251886.816,255415.94,229656.1186,258067.305,243671.8118,246152.7553,244825.716,239042.9382,255310.9422,245237.9644,253369.8125,239860.72,259259.52,208730.8942,241459.3636,251918.1735,234036.1438
LN0085,768.5365,5.170791667,3140.681,3468.480467,3412.567984,3976.782333,4441.810608,3190.277569,3218.866091,2446.8455,1881.213954,1788.741818,2967.2145,4072.527677,2732.047273,2385.370455,3904.142,3339.516,3115.985178,3980.336559,1942.855,6144.161682,275.46875,390.3945206,510.5686977,392.1439895
LN0086,767.5341,20.05908333,13942.516,17891.65,17173.71818,16190.43467,19257.6,17464.12,19132.31429,17763.21167,18418.4,20694.17969,20102.09143,17890.13333,18640.908,19652.2,18384.53467,16623.3075,20089.79636,16543.00909,17444.36571,17433.604,24996.27556,20497.15278,21868.72393,22454.05075
LN0087,767.3127,20.12825,5070.975,5814.29875,2612.87875,6477.161865,6587.019531,6064.06125,6046.765833,6851.792,3288.367273,5673.538504,5893.245,6322.945882,5833.679129,3285.835,5232.325,5111.84,2845.5,5981.3,6794.125331,4308.697333,5151.941053,6251.296667,2500.976471,4634.738063
LN0088,766.5397,11.41240833,47048.30943,94915.1216,79229.86925,82153.7646,97309.6665,222169.0156,37981.56533,191877.1332,47057.3148,87158.994,28022.13173,23917.25687,29255.91253,57813.48333,56732.7706,18489.39027,23219.17547,49936.458,61826.0554,72481.80767,440.8656592,373.1190716,297.5653076,370.5166795
